id,jurisd_osm_id,ctype,pack_id,fhash,fname,fversion,is_valid,fmeta,config,ingest_instant
5189,297533,std,19,0dc83eb009fad58f0e8e88db79f3b019886234104aee8fdc9b01fb29f85baeb4,2020.04.16_Dados_OSM.rar,1,t,"{""ext"": ""rar"", ""size"": 8254866, ""isdir"": false, ""access"": ""2020-09-21T07:20:25+00:00"", ""change"": ""2020-09-03T21:25:36+00:00"", ""pack_id"": 19, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-SaoJosePinhais""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5190,297533,std,19,57259cc76f4cc45db5fd0a244fec4bb07f7b17615306f7332b6bdd9b5452fa2f,2020.04.16_EXTERNO_-_Dados_OSM.rar,1,t,"{""ext"": ""rar"", ""size"": 8357385, ""isdir"": false, ""access"": ""2020-09-21T07:20:25+00:00"", ""change"": ""2020-09-03T21:25:47+00:00"", ""pack_id"": 19, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-SaoJosePinhais""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5191,298442,enderecos,20,b192fba419ef8133861a9051d2382d08476193eafbd8932f0ea05456157c301c,SHAPEFILE.zip,1,t,"{""ext"": ""zip"", ""size"": 1922893, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T17:04:07+00:00"", ""pack_id"": 20, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Santos""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5192,303585,std,21,04fffd56aef1c5a53cb35e5864b940b0b103e6e4752adcff7d4f30a2cb99ddb6,ProjetoRecife_SHP.zip,1,t,"{""ext"": ""zip"", ""size"": 27828321, ""isdir"": false, ""access"": ""2020-09-21T07:20:22+00:00"", ""change"": ""2020-07-29T04:20:23+00:00"", ""pack_id"": 21, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PE-Recife""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5193,1826737,gdb,22,b18fc8ebe8bccc2cfdbbbd5f4896d5f6573033ebfa80061d1d86550c5ae8521d,2018-01-05_BaseCartografica.gdb.zip,1,t,"{""ext"": ""zip"", ""size"": 24218623, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-09-10T08:18:26+00:00"", ""pack_id"": 22, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-Serra""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5194,1825817,territorios,23,307f158ccd7d9ff8f7ec9767de719595fde4ea759c14316d478da176c23303fe,bairros.zip,1,t,"{""ext"": ""zip"", ""size"": 233211, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:54:19+00:00"", ""pack_id"": 23, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-Vitoria""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5195,1825817,edificacoes,23,58d1d77cd2dd760f6a57bfda746da7f2658fe8a1f23f6d371ed5a8e230ac30cf,edificacao.zip,1,t,"{""ext"": ""zip"", ""size"": 9782721, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:54:34+00:00"", ""pack_id"": 23, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-Vitoria""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5196,1825817,eixos,23,252f2228f3400be3f6fdbef5a99b3aacf1ed0232ab73675ed918f9b5f8743752,eixo_logradouro.zip,1,t,"{""ext"": ""zip"", ""size"": 998723, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:54:10+00:00"", ""pack_id"": 23, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-Vitoria""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5197,1825817,lotes,23,3a92899e5a7e87acb92cca7198cc0e894bac9ac96c2192b12b668d1e1d598898,lote.zip,1,t,"{""ext"": ""zip"", ""size"": 8069890, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:54:02+00:00"", ""pack_id"": 23, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-Vitoria""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5198,1825815,territorios,24,c0cd7b2a4cc67b5d49a4d296f41b564b23464364ab746adc6d2206d5dd9249af,BAIRROS.zip,1,t,"{""ext"": ""zip"", ""size"": 68069, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:39:39+00:00"", ""pack_id"": 24, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-VilaVelha""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5199,1825815,lotes,24,5c7131c32a7411cf7a27022b8ac2989e88f86254ed74b6b3b2e5cf94b44e3acb,LOTES.zip,1,t,"{""ext"": ""zip"", ""size"": 6282461, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:39:33+00:00"", ""pack_id"": 24, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-VilaVelha""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5200,1825815,quadras,24,3984d1a48b63d858fdfbe7829e493d1c35650546eb84039a59f9008de9bc4871,QUADRAS.zip,1,t,"{""ext"": ""zip"", ""size"": 2327148, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:39:24+00:00"", ""pack_id"": 24, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-VilaVelha""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5201,1825815,eixos,24,026b58b2e87deeb2d398d6563b1961ace1f2508d4691d9ba937cac3a082f95cc,SISTEMA_VIÁRIO.zip,1,t,"{""ext"": ""zip"", ""size"": 4165901, ""isdir"": false, ""access"": ""2020-09-24T14:09:07+00:00"", ""change"": ""2020-08-15T01:38:42+00:00"", ""pack_id"": 24, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-ES-VilaVelha""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5202,297968,territorios,25,350b605174967b94ef49ce1bbac0352dd76e2175e5eae1b8e5b730cd9950d133,bairro_SBC.zip,1,t,"{""ext"": ""zip"", ""size"": 2211019, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T17:02:38+00:00"", ""pack_id"": 25, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-SaoBernardoCampo""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5203,297968,territorios,25,55aacd5dfb6c5a22a9da1122cb738f5b13b2eae4fd35158c0e42cdc362770678,limite_municipal_SBC.zip,1,t,"{""ext"": ""zip"", ""size"": 80662, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T17:02:33+00:00"", ""pack_id"": 25, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-SaoBernardoCampo""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5204,297968,eixos,25,3269bacc09d450b4d7496a2bc749ece94b1f48462ba0aae70d902404256bc433,logradouro_SBC.zip,1,t,"{""ext"": ""zip"", ""size"": 11858312, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T16:45:14+00:00"", ""pack_id"": 25, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-SaoBernardoCampo""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5205,297968,lotes,25,d4985405060cc1887962a4278b4d68ada6ffd3ed72f296bd72d65abc4897cd2d,lote_SBC.zip,1,t,"{""ext"": ""zip"", ""size"": 23974094, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T16:45:05+00:00"", ""pack_id"": 25, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-SaoBernardoCampo""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5206,297968,enderecos,25,22ecd5ef4ca76adef213fa422d9b5e4198f0667df598c511c30e512bb10aaedd,Q_Endereco_SBC.zip,1,t,"{""ext"": ""zip"", ""size"": 3502991, ""isdir"": false, ""access"": ""2020-09-21T07:20:30+00:00"", ""change"": ""2020-08-14T16:44:57+00:00"", ""pack_id"": 25, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-SaoBernardoCampo""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5207,298470,std,26,3ed914c433722c62dcd38009778e58bd9b92ce89d954ca229b17b5a7d98acd85,Osasco.zip,1,t,"{""ext"": ""zip"", ""size"": 51492255, ""isdir"": false, ""access"": ""2020-09-21T07:20:29+00:00"", ""change"": ""2020-07-29T04:35:35+00:00"", ""pack_id"": 26, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Osasco""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5208,242397,std,27,78cd2415c559e70d7246a9d7cc08acec4339626a675e5ac9cca91c7297fea462,SMF-XLSX-ORIGINAIS.zip,1,t,"{""ext"": ""zip"", ""size"": 57798373, ""isdir"": false, ""access"": ""2020-09-21T07:20:26+00:00"", ""change"": ""2020-07-28T14:51:38+00:00"", ""pack_id"": 27, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-RS-PortoAlegre""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5209,297991,edificacoes,28,512fe4c44525a211c68415da0ab06d565a6ba3653739809d46404d6653ce5064,edificacoes.zip,1,t,"{""ext"": ""zip"", ""size"": 24138706, ""isdir"": false, ""access"": ""2020-09-21T07:20:28+00:00"", ""change"": ""2020-08-14T17:42:52+00:00"", ""pack_id"": 28, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Jundiai""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5210,297991,eixos,28,64b4af485458099065ff5fcf2c4e37f5d30cad57d746a7550129fec7e90079d8,L_8683-2016_m12_vias_func_urbanistica.zip,1,t,"{""ext"": ""zip"", ""size"": 821800, ""isdir"": false, ""access"": ""2020-09-21T07:20:28+00:00"", ""change"": ""2020-08-14T17:42:47+00:00"", ""pack_id"": 28, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Jundiai""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5211,297991,eixos,28,ce76963d0679cbbb3f57e7ce53b32ccc3afd1768299509f539b4bdd22074e7e8,logradouro.zip,1,t,"{""ext"": ""zip"", ""size"": 1702601, ""isdir"": false, ""access"": ""2020-09-21T07:20:28+00:00"", ""change"": ""2020-08-14T17:42:40+00:00"", ""pack_id"": 28, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Jundiai""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5212,297991,lotes,28,4c4a1565e1f7d5675ff2d546d0e6a85acd7bbaa018503601dd07e1be80dee130,lotes_jund.zip,1,t,"{""ext"": ""zip"", ""size"": 14025525, ""isdir"": false, ""access"": ""2020-09-21T07:20:28+00:00"", ""change"": ""2020-08-14T17:42:32+00:00"", ""pack_id"": 28, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Jundiai""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5213,297991,territorios,28,7995d41f628e31599f80b367650d363f47e75e1515be9fefabefca91189608a5,v_bairros_populacao.zip,1,t,"{""ext"": ""zip"", ""size"": 145376, ""isdir"": false, ""access"": ""2020-09-21T07:20:28+00:00"", ""change"": ""2020-08-14T17:42:27+00:00"", ""pack_id"": 28, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-SP-Jundiai""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5214,297611,territorios,29,7d96c19771ca271623058eeb9fdc4ceb67ff68c3937a7b66e7ccdb1a4e6580fb,BAIRROS.rar,1,t,"{""ext"": ""rar"", ""size"": 35685, ""isdir"": false, ""access"": ""2020-09-21T07:20:25+00:00"", ""change"": ""2020-08-14T17:51:37+00:00"", ""pack_id"": 29, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-Pinhais""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5215,297611,lotes,29,56d32368409f4ba2c99afadc7ad307bd8cc660b93d38e57936da313fafde1f13,LOTES.rar,1,t,"{""ext"": ""rar"", ""size"": 2061575, ""isdir"": false, ""access"": ""2020-09-21T07:20:25+00:00"", ""change"": ""2020-08-14T17:51:32+00:00"", ""pack_id"": 29, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-Pinhais""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5216,297611,eixos,29,27c0c467222a668837f62e9f40ac85f94685ea50f3d655207384f2343d13f573,RUAS.rar,1,t,"{""ext"": ""rar"", ""size"": 97648, ""isdir"": false, ""access"": ""2020-09-21T07:20:25+00:00"", ""change"": ""2020-08-14T17:51:43+00:00"", ""pack_id"": 29, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-Pinhais""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5217,297687,data,30,541b252026c2c3d5b71b719d2cd2f5ee7e96443139efcec23b647263892950c5,cadastros-terreno.csv,1,t,"{""ext"": ""csv"", ""size"": 2646141, ""isdir"": false, ""access"": ""2020-09-21T07:20:24+00:00"", ""change"": ""2020-09-17T23:38:12+00:00"", ""pack_id"": 30, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-MarechalCandidoRondon""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5218,297687,data,30,48632d6c68da09c1cd10c91becd2520f404b3a4af2e09909665b4a29f7465d97,cadastros-unidade.csv,1,t,"{""ext"": ""csv"", ""size"": 2003159, ""isdir"": false, ""access"": ""2020-09-21T07:20:24+00:00"", ""change"": ""2020-09-17T23:38:31+00:00"", ""pack_id"": 30, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-MarechalCandidoRondon""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5219,297687,dwg,30,6081b89336cc887397e13dc07ecbb7bea68a4c6d0f85e52c7b444d00aca4037d,Master_Sede.dwg,1,t,"{""ext"": ""dwg"", ""size"": 11430099, ""isdir"": false, ""access"": ""2020-09-21T07:20:24+00:00"", ""change"": ""2020-09-17T23:33:23+00:00"", ""pack_id"": 30, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-MarechalCandidoRondon""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5220,297687,dwg,30,116ca409e3a106840f1f2b0a53d4cf36e93ad15848e814a228047e6fda79d270,NUM_PREDIAL_MCR.rar,1,t,"{""ext"": ""rar"", ""size"": 39478019, ""isdir"": false, ""access"": ""2020-09-21T07:20:24+00:00"", ""change"": ""2020-09-17T23:31:48+00:00"", ""pack_id"": 30, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-MarechalCandidoRondon""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
5221,297687,dwg,30,73b2f792106c2127ce12782ba8e3c84d1d4194b62ea6092df5f9d3915871ee74,salvosL(desenhos_de_NUM_PREDIAL_MCR_na_versao_2010).rar,1,t,"{""ext"": ""rar"", ""size"": 589486, ""isdir"": false, ""access"": ""2020-09-21T07:20:24+00:00"", ""change"": ""2020-09-17T23:47:29+00:00"", ""pack_id"": 30, ""hashtype"": ""sha256sum-bin"", ""username"": ""igor"", ""jurisdiction_label"": ""BR-PR-MarechalCandidoRondon""}","{""staging_db"": ""dl03t_main""}",2020-09-27 23:52:39.224567
